timestamp,ticker,strategy,adx,di_plus,di_minus,atr,atr_ratio,rsi,ema_fast,ema_slow,ema_ratio,price_position,volume_ratio,volume_trend,entry_confidence,risk_reward_ratio,stop_distance,signal_strength,signal_type_trend,signal_type_fx,signal_type_mixed,group_confirmed,strong_trend,range_regime,hour_of_day,day_of_week,is_morning,is_afternoon,entry_price,stop_loss,take_profit,quantity,outcome,is_winner
2023-01-18T19:00,ROSN,RegimeAwareStrategyMl,32.989691,32.412060,16.331658,1.421429,0.887007,57.352941,343.905696,343.683735,1.000646,0.155653,0.411227,-0.060438,1.000000,2.000000,0.822943,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,19,3,0,0,345.450000,342.607143,351.135714,1,-1.946614,false
2023-01-20T15:00,MTSS,RegimeAwareStrategyMl,41.071429,11.578947,27.719298,1.017857,1.277340,45.033113,237.368165,237.577047,0.999121,0.455056,0.939345,0.504272,1.000000,2.181818,0.941668,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,5,0,1,237.800000,235.560714,242.685714,1,7.436643,true
2023-01-25T16:00,ROSN,RegimeAwareStrategyMl,37.096774,23.943662,10.985915,1.267857,0.763441,50.322581,337.567277,337.823786,0.999241,0.089308,0.957991,0.828291,1.000000,1.888889,0.675190,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,3,0,1,338.000000,335.717857,342.310714,1,-0.452729,false
2023-01-25T16:00,MTSS,RegimeAwareStrategyMl,38.461538,15.300546,34.426230,0.653571,0.643822,46.753247,239.058127,239.185104,0.999469,0.634831,1.113313,2.228771,1.000000,2.181818,0.600609,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,3,0,1,239.400000,237.962143,242.537143,1,3.247239,true
2023-01-26T16:00,MTSS,RegimeAwareStrategyMl,31.851852,16.606498,32.129964,0.989286,1.295846,53.614458,239.925805,239.797724,1.000534,0.702247,1.174235,1.635774,1.000000,2.000000,0.824405,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,4,0,1,240.000000,238.021429,243.957143,1,-2059.387642,false
2023-01-27T12:00,ROSN,RegimeAwareStrategyMl,35.922330,12.595420,26.717557,0.935714,0.789680,46.086957,335.420233,335.877576,0.998638,0.060049,1.168258,0.516377,1.000000,2.181818,0.612944,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,12,5,1,0,335.850000,333.791429,340.341429,1,1.836758,true
2023-01-27T17:00,PLZL,RegimeAwareStrategyMl,39.655172,12.589928,29.136691,3.971429,1.003900,56.643357,871.127220,868.061936,1.003531,0.944144,0.787427,-0.285158,1.000000,2.250000,0.911087,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,5,0,1,871.800000,863.857143,889.671429,1,839.154623,true
2023-01-27T17:00,NVTK,RegimeAwareStrategyMl,37.373737,13.080169,28.691983,3.385714,0.866355,66.990291,1023.348228,1021.342910,1.001963,0.199074,1.985547,0.442493,1.000000,2.250000,0.660498,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,5,0,1,1025.200000,1018.428571,1040.435714,1,-0.054438,false
2023-01-30T17:00,NVTK,RegimeAwareStrategyMl,38.181818,5.964912,13.333333,4.071429,0.817791,43.362832,1023.894587,1024.926965,0.998993,0.185185,3.150404,0.393754,1.000000,2.250000,0.795201,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,1,0,1,1024.000000,1015.857143,1042.321429,1,-0.036232,false
2023-01-30T17:00,ROSN,RegimeAwareStrategyMl,33.333333,16.206262,8.103131,1.939286,1.098345,51.583710,337.151740,337.486127,0.999009,0.074755,2.733436,-0.120827,1.000000,2.181818,1.268072,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,1,0,1,336.450000,332.183571,345.758571,1,1755.572819,true
2023-01-31T20:00,NVTK,RegimeAwareStrategyMl,36.507937,39.269406,18.264840,3.128571,0.705678,57.264957,1027.497401,1026.418474,1.001051,0.238426,0.739853,-0.011728,1.000000,2.250000,0.608316,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,20,2,0,0,1028.600000,1022.342857,1042.678571,1,-0.069688,false
2023-02-03T15:00,PLZL,RegimeAwareStrategyMl,33.169533,17.391304,34.654731,11.171429,1.164106,40.160643,938.223639,944.297769,0.993568,0.787512,2.968921,0.652712,1.000000,2.250000,2.387057,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,5,0,1,936.000000,913.657143,986.271429,1,0.446279,true
2023-02-03T15:00,NVTK,RegimeAwareStrategyMl,56.097561,7.228916,25.702811,3.557143,1.115591,41.414141,1028.013729,1028.084338,0.999931,0.226852,1.539646,1.115495,1.000000,2.250000,0.692321,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,5,0,1,1027.600000,1020.485714,1043.607143,1,-210.794770,false
2023-02-03T16:00,MTSS,RegimeAwareStrategyMl,54.666667,12.378641,42.233010,1.471429,1.171586,35.348837,253.782002,254.007523,0.999112,0.857438,1.693668,0.614707,1.000000,2.181818,1.271962,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,5,0,1,254.500000,251.262857,261.562857,1,-557.800707,false
2023-02-03T18:00,MTSS,RegimeAwareStrategyMl,46.666667,12.847966,35.331906,1.667857,1.297150,44.343891,254.320481,254.222747,1.000384,0.824380,1.274623,0.301872,1.000000,2.000000,1.314826,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,5,0,0,253.700000,250.364286,260.371429,1,-1951.282142,false
2023-02-03T18:00,MTSS,RegimeAwareStrategyMl,46.666667,12.847966,35.331906,1.667857,1.297150,44.343891,254.320481,254.222747,1.000384,0.861570,1.274623,0.301872,1.000000,2.000000,1.310178,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,5,0,0,254.600000,251.264286,261.271429,1,-1944.336905,false
2023-02-10T19:00,LKOH,RegimeAwareStrategyMl,28.909953,31.701632,17.482517,15.321429,0.990305,53.012048,3927.060992,3928.033570,0.999752,0.183888,1.091719,-0.200943,1.000000,2.250000,0.779221,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,19,5,0,0,3932.500000,3901.857143,4001.446429,1,-62.983988,false
2023-02-13T16:00,ROSN,RegimeAwareStrategyMl,34.911243,18.874172,9.105960,2.157143,0.955847,47.598253,352.449665,352.031504,1.001188,0.468137,2.043330,-0.426066,1.000000,2.000000,1.223911,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,1,0,1,352.500000,348.185714,361.128571,1,-0.635115,false
2023-02-14T17:00,LKOH,RegimeAwareStrategyMl,70.526316,4.895105,28.321678,10.214286,0.479335,40.944882,3923.021315,3927.101331,0.998961,0.122592,0.940271,0.040009,1.000000,2.250000,0.521803,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,2,0,1,3915.000000,3894.571429,3960.964286,1,-124.968087,false
2023-02-16T13:00,ROSN,RegimeAwareStrategyMl,33.727811,17.099237,34.503817,2.339286,1.238841,45.813953,342.448279,343.002399,0.998385,0.245098,0.505483,-0.271426,1.000000,2.181818,1.498669,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,13,4,1,0,343.400000,338.253571,354.628571,1,-1.087567,false
2023-02-22T15:00,LKOH,RegimeAwareStrategyMl,39.285714,14.366197,32.957746,12.678571,0.538957,43.750000,3905.824013,3905.808382,1.000004,0.277702,0.521464,0.222343,1.000000,2.250000,0.649933,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,3,0,1,3901.500000,3876.142857,3958.553571,1,0.031039,true
2023-02-22T16:00,NVTK,RegimeAwareStrategyMl,35.211268,13.897281,29.003021,4.728571,0.734641,50.000000,1041.885022,1041.212219,1.000646,0.339483,0.527805,1.849796,1.000000,2.250000,0.905163,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,3,0,1,1044.800000,1035.342857,1066.078571,1,111.431853,true
2023-02-24T18:00,MTSS,RegimeAwareStrategyMl,46.391753,7.242340,19.777159,1.282143,0.924924,42.857143,250.695392,250.789392,0.999625,0.545600,0.896986,-0.554104,1.000000,2.000000,1.022442,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,5,0,0,250.800000,248.235714,255.928571,1,-1967.129137,false
2023-02-28T19:00,NVTK,RegimeAwareStrategyMl,38.461538,13.612565,30.628272,5.457143,0.829209,48.815166,1063.930198,1061.748422,1.002055,0.540590,0.393461,-0.417930,1.000000,2.250000,1.023278,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,19,2,0,0,1066.600000,1055.685714,1091.157143,1,-0.106126,false
2023-03-06T16:00,NVTK,RegimeAwareStrategyMl,50.515464,6.015038,18.295739,5.700000,0.818596,46.153846,1078.681984,1078.413753,1.000249,0.640221,3.472878,0.154623,1.000000,2.250000,1.058103,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,1,0,1,1077.400000,1066.000000,1103.050000,1,0.037034,true
2023-03-07T17:00,NVTK,RegimeAwareStrategyMl,40.869565,14.345992,34.177215,3.385714,0.548002,41.666667,1075.940568,1076.713498,0.999282,0.618081,0.556308,-0.461626,1.000000,2.250000,0.629900,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,2,0,1,1075.000000,1068.228571,1090.235714,1,-0.093197,false
2023-03-09T17:00,LKOH,RegimeAwareStrategyMl,60.000000,3.833333,15.333333,21.428571,0.929944,48.328267,4113.618466,4116.158831,0.999383,0.848153,1.530632,-0.388756,1.000000,2.250000,1.042753,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,4,0,1,4110.000000,4067.142857,4206.428571,1,174.206326,true
2023-03-09T17:00,MTSS,RegimeAwareStrategyMl,41.333333,5.835544,14.058355,1.346429,1.062271,44.444444,256.997864,257.177111,0.999303,0.747200,5.245038,0.066236,1.000000,2.000000,1.047397,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,4,0,1,257.100000,254.407143,262.485714,1,-1093.731424,false
2023-03-10T16:00,PLZL,RegimeAwareStrategyMl,34.782609,27.802691,13.452915,3.185714,0.767378,55.454545,892.118301,891.496743,1.000697,0.576887,2.549184,0.475187,1.000000,2.250000,0.715248,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,5,0,1,890.800000,884.428571,905.135714,1,0.370583,true
2023-03-14T18:00,PLZL,RegimeAwareStrategyMl,48.351648,10.514541,30.201342,6.385714,0.919110,47.252747,930.784803,928.726674,1.002216,0.752097,0.383339,-0.513583,1.000000,2.250000,1.375639,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,2,0,0,928.400000,915.628571,957.135714,1,-0.103520,false
2023-03-21T20:00,LKOH,RegimeAwareStrategyMl,43.982495,14.349776,36.883408,31.857143,0.927486,48.484848,4228.545785,4215.201606,1.003166,0.842051,0.314094,0.404512,1.000000,2.250000,1.513224,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,20,2,0,0,4210.500000,4146.785714,4353.857143,1,382.260777,true
2023-03-22T15:00,MTSS,RegimeAwareStrategyMl,51.851852,9.420290,29.710145,1.478571,0.839927,44.444444,255.157920,254.430662,1.002858,0.665600,0.299725,0.839928,1.000000,2.000000,1.161714,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,3,0,1,254.550000,251.592857,260.464286,1,-1268.001518,false
2023-03-22T15:00,MTSS,RegimeAwareStrategyMl,51.851852,9.420290,29.710145,1.478571,0.839927,44.444444,255.157920,254.430662,1.002858,0.683200,0.299725,0.839928,1.000000,2.000000,1.159209,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,3,0,1,255.100000,252.142857,261.014286,1,-1264.027967,false
2023-03-22T17:00,NVTK,RegimeAwareStrategyMl,62.007168,8.399366,35.816165,9.014286,0.773227,43.283582,1124.074507,1124.901925,0.999264,0.724051,0.337936,-0.572129,1.000000,2.250000,1.606252,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,3,0,1,1122.400000,1104.371429,1162.964286,1,0.228515,true
2023-03-23T17:00,MTSS,RegimeAwareStrategyMl,70.297030,6.276151,35.983264,0.853571,0.591936,37.704918,254.105791,254.273009,0.999342,0.640000,1.858067,0.310468,1.000000,2.000000,0.672766,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,4,0,1,253.750000,252.042857,257.164286,1,-1951.283663,false
2023-03-23T18:00,MTSS,RegimeAwareStrategyMl,57.777778,8.225108,30.735931,0.825000,0.582392,42.201835,254.144633,254.275463,0.999485,0.643200,1.390786,0.465654,1.000000,2.000000,0.649990,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,4,0,0,253.850000,252.200000,257.150000,1,-1950.290640,false
2023-03-24T13:00,LKOH,RegimeAwareStrategyMl,44.927536,10.919540,28.735632,12.428571,0.549572,55.118110,4179.508306,4184.445753,0.998820,0.787692,0.929306,1.764891,1.000000,2.250000,0.594100,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,13,5,1,0,4184.000000,4159.142857,4239.928571,1,0.014530,true
2023-03-28T16:00,ROSN,RegimeAwareStrategyMl,40.392157,16.135881,38.004246,1.682143,0.737505,44.444444,380.948356,381.122846,0.999542,0.909796,1.079148,-0.375533,1.000000,2.181818,0.973104,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,2,0,1,380.300000,376.599286,388.374286,1,1.043147,true
2023-03-28T19:00,MTSS,RegimeAwareStrategyMl,35.757576,12.155963,25.688073,1.557143,0.986024,51.578947,257.399288,256.642125,1.002950,0.776000,0.223117,1.334724,1.000000,2.000000,1.207087,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,19,2,0,0,258.000000,254.885714,264.228571,1,-0.478855,false
2023-03-29T14:00,NVTK,RegimeAwareStrategyMl,46.534653,8.737864,23.948220,4.414286,0.617704,50.359712,1158.279211,1158.755320,0.999589,0.902613,0.747906,5.603270,1.000000,2.250000,0.761084,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,14,3,0,1,1160.000000,1151.171429,1179.864286,1,-0.136531,false
2023-03-29T14:00,MTSS,RegimeAwareStrategyMl,57.627119,8.038585,29.903537,1.110714,0.674445,50.450450,257.741302,257.325845,1.001615,0.771200,0.770785,14.869484,1.000000,2.000000,0.861520,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,14,3,0,1,257.850000,255.628571,262.292857,1,-713.224580,false
2023-03-29T19:00,MTSS,RegimeAwareStrategyMl,67.391304,6.382979,32.765957,0.839286,0.529303,52.777778,257.919630,257.576327,1.001333,0.774400,0.322564,0.804132,1.000000,2.000000,0.650735,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,19,3,0,0,257.950000,256.271429,261.307143,1,-1.118889,false
2023-03-31T17:00,MTSS,RegimeAwareStrategyMl,52.317881,9.677419,30.913978,1.328571,1.304439,39.393939,256.915042,257.429421,0.998002,0.718400,1.061357,-0.347131,1.000000,2.181818,1.140850,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,5,0,1,256.200000,253.277143,262.577143,1,20.478086,true
2023-03-31T18:00,LKOH,RegimeAwareStrategyMl,40.199336,14.876033,34.876033,21.607143,1.206333,41.218638,4342.088408,4347.447442,0.998767,0.914261,0.950850,-0.472194,1.000000,2.250000,0.996065,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,5,0,0,4338.500000,4295.285714,4435.732143,1,143.969114,true
2023-04-05T16:00,NVTK,RegimeAwareStrategyMl,50.526316,11.662531,35.483871,5.757143,0.789298,46.153846,1191.202522,1189.109638,1.001760,0.888450,0.433059,0.463112,1.000000,2.250000,0.969216,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,3,0,1,1188.000000,1176.485714,1213.907143,1,0.399563,true
2023-04-05T18:00,ROSN,RegimeAwareStrategyMl,37.222222,18.616145,40.691928,2.167857,0.842143,64.974619,388.869736,389.171212,0.999225,0.877796,2.185761,-0.203392,1.000000,2.181818,1.228090,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,3,0,0,388.350000,383.580714,398.755714,1,1.369082,true
2023-04-05T19:00,ROSN,RegimeAwareStrategyMl,32.537313,18.314425,35.980551,2.203571,0.854074,52.941176,389.055789,389.228374,0.999557,0.912141,0.535681,-0.384767,1.000000,2.181818,1.241449,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,19,3,0,0,390.500000,385.652143,401.077143,1,-0.437841,false
2023-04-07T13:00,MTSS,RegimeAwareStrategyMl,49.659864,13.028169,38.732394,1.014286,1.050995,41.772152,256.069999,256.047271,1.000089,0.683200,1.676183,1.655257,1.000000,2.181818,0.874727,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,13,5,1,0,255.100000,252.868571,259.968571,1,5.745762,true
2023-04-07T16:00,LKOH,RegimeAwareStrategyMl,48.828125,15.539739,45.195730,30.107143,1.241934,51.923077,4592.284611,4584.155274,1.001773,0.931138,0.817152,0.312363,1.000000,2.250000,1.315440,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,5,0,1,4577.500000,4517.285714,4712.982143,1,0.024959,true
2023-04-07T18:00,ROSN,RegimeAwareStrategyMl,50.000000,9.090909,27.272727,1.414286,0.816158,53.488372,389.645000,389.839060,0.999502,0.900160,0.737991,-0.136242,1.000000,2.000000,0.725740,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,5,0,0,389.750000,386.921429,395.407143,1,-0.259592,false
2023-04-12T13:00,ROSN,RegimeAwareStrategyMl,26.241135,19.082569,32.660550,1.946429,0.817729,41.632653,389.629064,390.365543,0.998113,0.879875,0.893401,2.106970,1.000000,2.000000,0.998681,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,13,3,1,0,389.800000,385.907143,397.585714,1,0.521009,true
2023-04-12T14:00,NVTK,RegimeAwareStrategyMl,44.638404,14.322581,37.419355,11.071429,1.199282,42.724458,1227.044688,1229.906735,0.997673,0.922204,1.131918,5.031740,1.000000,2.454545,1.971281,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,14,3,0,1,1235.600000,1211.242857,1295.385714,1,-250.796961,false
2023-04-12T14:00,NVTK,RegimeAwareStrategyMl,44.638404,14.322581,37.419355,11.071429,1.199282,42.724458,1227.044688,1229.906735,0.997673,0.918152,1.131918,5.031740,1.000000,2.454545,1.972877,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,14,3,0,1,1234.600000,1210.242857,1294.385714,1,0.784668,true
2023-04-12T19:00,ROSN,RegimeAwareStrategyMl,35.947712,25.552826,12.039312,1.453571,0.635044,66.666667,390.470236,390.562855,0.999763,0.897816,0.377709,-0.304969,1.000000,2.000000,0.743610,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,19,3,0,0,390.950000,388.042857,396.764286,1,-0.531965,false
2023-04-17T16:00,LKOH,RegimeAwareStrategyMl,42.500000,5.637255,13.970588,29.142857,0.867845,53.781513,4647.340174,4646.153533,1.000255,0.910070,0.990447,-0.322808,1.000000,2.250000,1.254805,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,1,0,1,4645.000000,4586.714286,4776.142857,1,-68.985153,false
2023-04-18T14:00,ROSN,RegimeAwareStrategyMl,41.353383,10.077519,24.289406,1.382143,0.610410,59.302326,395.961230,395.379423,1.001472,0.960769,0.368182,10.951562,1.000000,1.888889,0.628485,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,14,2,0,1,395.850000,393.362143,400.549286,1,1.942951,true
2023-04-18T16:00,NVTK,RegimeAwareStrategyMl,53.020134,8.928571,29.081633,5.600000,0.540928,42.857143,1311.603205,1312.074578,0.999641,0.940810,0.879781,-0.103907,1.000000,2.250000,0.854962,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,2,0,1,1310.000000,1298.800000,1335.200000,1,0.068603,true
2023-04-20T14:00,PLZL,RegimeAwareStrategyMl,31.277533,31.171548,16.317992,6.828571,0.910476,62.248996,1023.894068,1024.638002,0.999274,0.916253,1.924044,4.204263,1.000000,2.250000,1.332144,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,14,4,0,1,1025.200000,1011.542857,1055.928571,1,0.285657,true
2023-04-21T15:00,ROSN,RegimeAwareStrategyMl,58.441558,7.748184,29.539952,1.475000,0.832426,51.048951,397.755812,397.382767,1.000939,0.927390,0.658323,0.074003,1.000000,2.000000,0.741392,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,5,0,1,397.900000,394.950000,403.800000,1,1.461521,true
2023-04-21T17:00,PLZL,RegimeAwareStrategyMl,52.873563,10.406091,33.756345,5.628571,0.851818,42.857143,1036.778435,1035.249017,1.001477,0.956707,0.686885,-0.123030,1.000000,2.250000,1.085968,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,5,0,1,1036.600000,1025.342857,1061.928571,1,0.003990,true
2023-04-24T15:00,ROSN,RegimeAwareStrategyMl,40.397351,11.790879,5.005562,3.210714,1.380401,50.806452,399.919417,399.727403,1.000480,0.924358,2.719079,-0.117387,1.000000,2.000000,1.605357,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,15,1,0,1,400.000000,393.578571,412.842857,1,-0.352341,false
2023-04-25T14:00,MTSS,RegimeAwareStrategyMl,67.938931,6.818182,35.714286,1.100000,0.637734,45.893720,268.859212,268.726228,1.000495,0.894805,0.825954,3.009575,1.000000,2.000000,0.820283,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,14,2,0,1,268.200000,266.000000,272.600000,1,-1630.899398,false
2023-04-27T13:00,ROSN,RegimeAwareStrategyMl,34.400000,12.424242,25.454545,1.178571,0.697409,53.594771,396.472280,396.787528,0.999205,0.863983,3.433615,2.634500,1.000000,2.000000,0.595765,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,13,4,1,0,395.650000,393.292857,400.364286,1,-1106.198419,false
2023-04-27T17:00,MTSS,RegimeAwareStrategyMl,40.384615,15.048544,35.436893,0.735714,0.610624,40.217391,271.178195,271.508552,0.998783,0.916770,1.020322,-0.201377,1.000000,2.000000,0.543665,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,17,4,0,1,270.650000,269.178571,273.592857,1,17.399434,true
2023-04-28T16:00,NVTK,RegimeAwareStrategyMl,29.133858,27.062706,14.851485,4.328571,1.199810,57.241379,1319.627347,1318.763464,1.000655,0.921209,2.901135,0.262752,1.000000,2.250000,0.656341,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,16,5,0,1,1319.000000,1310.342857,1338.478571,1,0.093369,true
2023-05-08T18:00,MTSS,RegimeAwareStrategyMl,39.226519,12.702079,29.099307,1.546429,0.945085,49.327354,265.101150,265.364483,0.999008,0.704881,3.006447,-0.507080,1.000000,2.454545,1.284797,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,18,1,0,0,264.800000,261.397857,273.150714,1,1479.084781,true
2023-05-12T16:00,MTSS,RegimeAwareStrategyMl,49.847095,12.148148,36.296296,2.410714,1.239032,41.443850,273.793675,273.554703,1.000874,0.896280,0.986142,-0.462134,1.000000,2.000000,1.762862,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,16,5,0,1,273.500000,268.678571,283.142857,1,35.254186,true
